date,product_id,product_name,category,current_price,competitor_price,cost,day_of_week,month,is_weekend,is_festival,inventory_level,customer_segment,demand,revenue,profit
2025-08-10,P004,Laptop Stand,Accessories,862,937,540,6,8,1,0,Low,Premium,58,49996,18676
2025-08-10,P009,Smart Watch,Electronics,5426,5177,3000,6,8,1,0,Medium,Standard,29,157354,70354
2025-08-11,P003,Mechanical Keyboard,Electronics,3234,2766,2100,0,8,0,0,High,Budget,0,0,0
2025-08-11,P007,Power Bank,Electronics,1637,1799,900,0,8,0,0,Medium,Standard,37,60569,27269
2025-08-11,P001,Wireless Headphones,Electronics,2725,2948,1500,0,8,0,0,High,Standard,55,149875,67375
2025-08-11,P007,Power Bank,Electronics,1598,1559,900,0,8,0,0,Low,Budget,26,41548,18148
2025-08-11,P010,Bluetooth Speaker,Electronics,1920,2007,1140,0,8,0,0,Low,Standard,45,86400,35100
2025-08-11,P003,Mechanical Keyboard,Electronics,3547,3825,2100,0,8,0,0,High,Standard,58,205726,83926
2025-08-11,P002,Gaming Mouse,Electronics,1239,1112,780,0,8,0,0,Low,Budget,23,28497,10557
2025-08-11,P009,Smart Watch,Electronics,5181,5106,3000,0,8,0,0,High,Premium,45,233145,98145
2025-08-12,P006,Phone Case,Accessories,484,454,200,1,8,0,0,High,Premium,54,26136,15336
2025-08-12,P002,Gaming Mouse,Electronics,1391,1377,780,1,8,0,0,Medium,Standard,36,50076,21996
2025-08-12,P001,Wireless Headphones,Electronics,2742,2537,1500,1,8,0,0,Medium,Premium,10,27420,12420
2025-08-12,P002,Gaming Mouse,Electronics,1253,1430,780,1,8,0,0,Medium,Budget,54,67662,25542
2025-08-12,P005,Webcam HD,Electronics,2032,2132,1200,1,8,0,0,High,Premium,57,115824,47424
2025-08-12,P009,Smart Watch,Electronics,5144,5749,3000,1,8,0,0,High,Standard,99,509256,212256
2025-08-12,P007,Power Bank,Electronics,1380,1519,900,1,8,0,0,Low,Budget,60,82800,28800
2025-08-12,P009,Smart Watch,Electronics,4585,3975,3000,1,8,0,0,Low,Standard,0,0,0
2025-08-12,P005,Webcam HD,Electronics,1885,2010,1200,1,8,0,0,High,Standard,36,67860,24660
2025-08-13,P001,Wireless Headphones,Electronics,2723,2712,1500,2,8,0,0,High,Premium,51,138873,62373
2025-08-13,P003,Mechanical Keyboard,Electronics,3723,3478,2100,2,8,0,0,Low,Budget,23,85629,37329
2025-08-13,P002,Gaming Mouse,Electronics,1183,1024,780,2,8,0,0,High,Standard,27,31941,10881
2025-08-13,P002,Gaming Mouse,Electronics,1350,1400,780,2,8,0,0,Low,Standard,54,72900,30780
2025-08-13,P008,USB Cable,Accessories,324,326,120,2,8,0,0,High,Standard,58,18792,11832
2025-08-13,P008,USB Cable,Accessories,293,268,120,2,8,0,0,Medium,Standard,36,10548,6228
2025-08-13,P007,Power Bank,Electronics,1547,1475,900,2,8,0,0,Medium,Budget,19,29393,12293
2025-08-13,P002,Gaming Mouse,Electronics,1426,1618,780,2,8,0,0,Low,Premium,70,99820,45220
2025-08-13,P002,Gaming Mouse,Electronics,1174,1227,780,2,8,0,0,Medium,Standard,29,34046,11426
2025-08-13,P010,Bluetooth Speaker,Electronics,1964,2256,1140,2,8,0,0,High,Budget,72,141408,59328
2025-08-13,P004,Laptop Stand,Accessories,927,1043,540,2,8,0,0,Medium,Budget,35,32445,13545
2025-08-14,P004,Laptop Stand,Accessories,879,822,540,3,8,0,0,High,Budget,55,48345,18645
2025-08-14,P002,Gaming Mouse,Electronics,1399,1411,780,3,8,0,0,Medium,Standard,64,89536,39616
2025-08-14,P002,Gaming Mouse,Electronics,1179,1174,780,3,8,0,0,High,Premium,34,40086,13566
2025-08-14,P001,Wireless Headphones,Electronics,2712,2377,1500,3,8,0,0,High,Premium,10,27120,12120
2025-08-14,P002,Gaming Mouse,Electronics,1221,1363,780,3,8,0,0,Low,Budget,49,59829,21609
2025-08-14,P010,Bluetooth Speaker,Electronics,1989,1841,1140,3,8,0,0,Low,Budget,34,67626,28866
2025-08-14,P004,Laptop Stand,Accessories,847,965,540,3,8,0,0,High,Premium,60,50820,18420
2025-08-14,P009,Smart Watch,Electronics,4560,4880,3000,3,8,0,0,Medium,Budget,62,282720,96720
2025-08-14,P002,Gaming Mouse,Electronics,1354,1300,780,3,8,0,0,Medium,Budget,29,39266,16646
2025-08-14,P003,Mechanical Keyboard,Electronics,3251,3554,2100,3,8,0,0,Medium,Standard,73,237323,84023
2025-08-14,P007,Power Bank,Electronics,1492,1498,900,3,8,0,0,Medium,Budget,18,26856,10656
2025-08-14,P004,Laptop Stand,Accessories,872,926,540,3,8,0,0,Medium,Standard,74,64528,24568
2025-08-14,P003,Mechanical Keyboard,Electronics,3514,3302,2100,3,8,0,0,Low,Standard,11,38654,15554
2025-08-14,P006,Phone Case,Accessories,464,519,200,3,8,0,0,High,Premium,75,34800,19800
2025-08-14,P004,Laptop Stand,Accessories,830,866,540,3,8,0,0,Medium,Premium,60,49800,17400
2025-08-15,P006,Phone Case,Accessories,451,481,200,4,8,0,1,Low,Standard,104,46904,26104
2025-08-15,P001,Wireless Headphones,Electronics,2448,2329,1500,4,8,0,1,Medium,Standard,32,78336,30336
2025-08-15,P006,Phone Case,Accessories,507,439,200,4,8,0,1,Low,Standard,58,29406,17806
2025-08-15,P006,Phone Case,Accessories,513,566,200,4,8,0,1,Medium,Budget,68,34884,21284
2025-08-15,P006,Phone Case,Accessories,531,566,200,4,8,0,1,High,Budget,82,43542,27142
2025-08-15,P010,Bluetooth Speaker,Electronics,1871,1696,1140,4,8,0,1,Medium,Budget,24,44904,17544
2025-08-15,P003,Mechanical Keyboard,Electronics,3571,3396,2100,4,8,0,1,High,Standard,49,174979,72079
2025-08-15,P004,Laptop Stand,Accessories,978,872,540,4,8,0,1,Medium,Standard,56,54768,24528
2025-08-16,P007,Power Bank,Electronics,1379,1243,900,5,8,1,1,Medium,Standard,42,57918,20118
2025-08-16,P004,Laptop Stand,Accessories,891,918,540,5,8,1,1,Medium,Standard,100,89100,35100
2025-08-16,P007,Power Bank,Electronics,1559,1344,900,5,8,1,1,High,Standard,31,48329,20429
2025-08-16,P007,Power Bank,Electronics,1509,1623,900,5,8,1,1,Low,Standard,83,125247,50547
2025-08-16,P002,Gaming Mouse,Electronics,1386,1420,780,5,8,1,1,Medium,Premium,83,115038,50298
2025-08-16,P005,Webcam HD,Electronics,2054,1990,1200,5,8,1,1,Medium,Premium,49,100646,41846
2025-08-16,P007,Power Bank,Electronics,1632,1701,900,5,8,1,1,Medium,Standard,73,119136,53436
2025-08-16,P002,Gaming Mouse,Electronics,1232,1160,780,5,8,1,1,Medium,Budget,50,61600,22600
2025-08-17,P009,Smart Watch,Electronics,5007,4338,3000,6,8,1,0,Medium,Premium,0,0,0
2025-08-17,P005,Webcam HD,Electronics,1807,1818,1200,6,8,1,0,Medium,Budget,31,56017,18817
2025-08-17,P010,Bluetooth Speaker,Electronics,1783,1785,1140,6,8,1,0,High,Budget,44,78452,28292
2025-08-17,P004,Laptop Stand,Accessories,922,819,540,6,8,1,0,Medium,Standard,43,39646,16426
2025-08-17,P003,Mechanical Keyboard,Electronics,3573,3215,2100,6,8,1,0,High,Standard,3,10719,4419
2025-08-17,P001,Wireless Headphones,Electronics,2513,2446,1500,6,8,1,0,Medium,Premium,45,113085,45585
2025-08-18,P004,Laptop Stand,Accessories,899,1007,540,0,8,0,0,Medium,Premium,68,61132,24412
2025-08-18,P005,Webcam HD,Electronics,2131,2428,1200,0,8,0,0,Low,Standard,49,104419,45619
2025-08-18,P006,Phone Case,Accessories,528,461,200,0,8,0,0,Medium,Standard,36,19008,11808
2025-08-18,P007,Power Bank,Electronics,1485,1445,900,0,8,0,0,High,Budget,22,32670,12870
2025-08-18,P004,Laptop Stand,Accessories,964,896,540,0,8,0,0,Medium,Premium,78,75192,33072
2025-08-18,P006,Phone Case,Accessories,509,537,200,0,8,0,0,Medium,Premium,74,37666,22866
2025-08-18,P007,Power Bank,Electronics,1535,1322,900,0,8,0,0,Low,Premium,7,10745,4445
2025-08-18,P010,Bluetooth Speaker,Electronics,1938,2112,1140,0,8,0,0,Medium,Premium,58,112404,46284
2025-08-18,P003,Mechanical Keyboard,Electronics,3359,3437,2100,0,8,0,0,Medium,Standard,31,104129,39029
2025-08-18,P001,Wireless Headphones,Electronics,2734,2392,1500,0,8,0,0,High,Budget,0,0,0
2025-08-18,P008,USB Cable,Accessories,276,300,120,0,8,0,0,Medium,Standard,72,19872,11232
2025-08-18,P009,Smart Watch,Electronics,4504,4915,3000,0,8,0,0,High,Standard,68,306272,102272
2025-08-19,P008,USB Cable,Accessories,271,230,120,1,8,0,0,High,Standard,20,5420,3020
2025-08-19,P002,Gaming Mouse,Electronics,1323,1253,780,1,8,0,0,Low,Standard,48,63504,26064
2025-08-19,P006,Phone Case,Accessories,535,502,200,1,8,0,0,Low,Standard,26,13910,8710
2025-08-19,P010,Bluetooth Speaker,Electronics,1825,2084,1140,1,8,0,0,Medium,Standard,51,93075,34935
2025-08-19,P002,Gaming Mouse,Electronics,1316,1485,780,1,8,0,0,Medium,Standard,59,77644,31624
2025-08-19,P004,Laptop Stand,Accessories,876,773,540,1,8,0,0,Medium,Budget,62,54312,20832
2025-08-19,P005,Webcam HD,Electronics,2007,1744,1200,1,8,0,0,High,Standard,13,26091,10491
2025-08-19,P006,Phone Case,Accessories,511,494,200,1,8,0,0,Medium,Premium,67,34237,20837
2025-08-19,P006,Phone Case,Accessories,455,446,200,1,8,0,0,Low,Budget,46,20930,11730
2025-08-19,P006,Phone Case,Accessories,533,570,200,1,8,0,0,Medium,Budget,30,15990,9990
2025-08-19,P004,Laptop Stand,Accessories,927,967,540,1,8,0,0,Low,Budget,36,33372,13932
2025-08-19,P008,USB Cable,Accessories,322,316,120,1,8,0,0,High,Standard,65,20930,13130
2025-08-20,P008,USB Cable,Accessories,278,237,120,2,8,0,0,Medium,Standard,56,15568,8848
2025-08-20,P006,Phone Case,Accessories,470,503,200,2,8,0,0,Low,Standard,75,35250,20250
2025-08-20,P008,USB Cable,Accessories,275,267,120,2,8,0,0,Medium,Standard,69,18975,10695
2025-08-20,P001,Wireless Headphones,Electronics,2511,2197,1500,2,8,0,0,High,Standard,0,0,0
2025-08-20,P002,Gaming Mouse,Electronics,1383,1466,780,2,8,0,0,Medium,Budget,15,20745,9045
2025-08-20,P002,Gaming Mouse,Electronics,1185,1122,780,2,8,0,0,Medium,Standard,13,15405,5265
2025-08-20,P010,Bluetooth Speaker,Electronics,1721,1584,1140,2,8,0,0,Medium,Standard,15,25815,8715
2025-08-20,P004,Laptop Stand,Accessories,938,871,540,2,8,0,0,Medium,Standard,30,28140,11940
2025-08-20,P010,Bluetooth Speaker,Electronics,1867,1753,1140,2,8,0,0,High,Budget,39,72813,28353
2025-08-20,P001,Wireless Headphones,Electronics,2527,2694,1500,2,8,0,0,High,Premium,68,171836,69836
2025-08-21,P005,Webcam HD,Electronics,2144,2099,1200,3,8,0,0,Medium,Standard,21,45024,19824
2025-08-21,P010,Bluetooth Speaker,Electronics,1926,2182,1140,3,8,0,0,High,Standard,64,123264,50304
2025-08-21,P004,Laptop Stand,Accessories,978,1014,540,3,8,0,0,High,Premium,29,28362,12702
2025-08-21,P010,Bluetooth Speaker,Electronics,1962,1970,1140,3,8,0,0,Medium,Standard,60,117720,49320
2025-08-21,P002,Gaming Mouse,Electronics,1394,1349,780,3,8,0,0,High,Premium,43,59942,26402
2025-08-21,P010,Bluetooth Speaker,Electronics,1781,1749,1140,3,8,0,0,Medium,Premium,40,71240,25640
2025-08-21,P002,Gaming Mouse,Electronics,1393,1308,780,3,8,0,0,Low,Budget,54,75222,33102
2025-08-22,P002,Gaming Mouse,Electronics,1301,1254,780,4,8,0,0,Medium,Premium,54,70254,28134
2025-08-22,P008,USB Cable,Accessories,324,370,120,4,8,0,0,High,Standard,35,11340,7140
2025-08-22,P004,Laptop Stand,Accessories,857,948,540,4,8,0,0,Low,Budget,68,58276,21556
2025-08-22,P001,Wireless Headphones,Electronics,2635,2920,1500,4,8,0,0,Low,Standard,73,192355,82855
2025-08-22,P004,Laptop Stand,Accessories,941,986,540,4,8,0,0,High,Budget,50,47050,20050
2025-08-22,P007,Power Bank,Electronics,1520,1674,900,4,8,0,0,Medium,Standard,36,54720,22320
2025-08-22,P002,Gaming Mouse,Electronics,1233,1274,780,4,8,0,0,Medium,Budget,39,48087,17667
2025-08-22,P008,USB Cable,Accessories,286,291,120,4,8,0,0,Low,Premium,43,12298,7138
2025-08-22,P005,Webcam HD,Electronics,2196,1936,1200,4,8,0,0,Medium,Premium,8,17568,7968
2025-08-22,P002,Gaming Mouse,Electronics,1308,1304,780,4,8,0,0,High,Standard,20,26160,10560
2025-08-22,P010,Bluetooth Speaker,Electronics,1901,1942,1140,4,8,0,0,High,Premium,61,115961,46421
2025-08-23,P001,Wireless Headphones,Electronics,2290,2360,1500,5,8,1,0,Medium,Standard,78,178620,61620
2025-08-23,P010,Bluetooth Speaker,Electronics,1922,1740,1140,5,8,1,0,Medium,Standard,27,51894,21114
2025-08-23,P007,Power Bank,Electronics,1590,1403,900,5,8,1,0,High,Standard,28,44520,19320
2025-08-23,P006,Phone Case,Accessories,506,443,200,5,8,1,0,Low,Standard,82,41492,25092
2025-08-23,P008,USB Cable,Accessories,328,310,120,5,8,1,0,High,Premium,50,16400,10400
2025-08-23,P004,Laptop Stand,Accessories,934,876,540,5,8,1,0,Medium,Standard,63,58842,24822
2025-08-23,P008,USB Cable,Accessories,319,278,120,5,8,1,0,Medium,Premium,58,18502,11542
2025-08-23,P005,Webcam HD,Electronics,1834,1994,1200,5,8,1,0,Medium,Standard,61,111874,38674
2025-08-23,P001,Wireless Headphones,Electronics,2386,2174,1500,5,8,1,0,Low,Standard,19,45334,16834
2025-08-23,P010,Bluetooth Speaker,Electronics,1790,1728,1140,5,8,1,0,High,Standard,63,112770,40950
2025-08-23,P007,Power Bank,Electronics,1432,1607,900,5,8,1,0,Medium,Budget,71,101672,37772
2025-08-23,P006,Phone Case,Accessories,458,430,200,5,8,1,0,Medium,Standard,38,17404,9804
2025-08-24,P004,Laptop Stand,Accessories,907,970,540,6,8,1,0,Medium,Standard,68,61676,24956
2025-08-24,P003,Mechanical Keyboard,Electronics,3344,3795,2100,6,8,1,0,Low,Standard,102,341088,126888
2025-08-24,P007,Power Bank,Electronics,1632,1721,900,6,8,1,0,Medium,Standard,44,71808,32208
2025-08-24,P001,Wireless Headphones,Electronics,2396,2543,1500,6,8,1,0,Medium,Standard,50,119800,44800
2025-08-24,P004,Laptop Stand,Accessories,893,793,540,6,8,1,0,Medium,Budget,42,37506,14826
2025-08-24,P007,Power Bank,Electronics,1581,1722,900,6,8,1,0,Medium,Standard,62,98022,42222
2025-08-24,P005,Webcam HD,Electronics,2084,1942,1200,6,8,1,0,Low,Standard,24,50016,21216
2025-08-24,P004,Laptop Stand,Accessories,909,937,540,6,8,1,0,Medium,Premium,81,73629,29889
2025-08-25,P009,Smart Watch,Electronics,5475,5712,3000,0,8,0,0,Medium,Premium,65,355875,160875
2025-08-25,P006,Phone Case,Accessories,472,508,200,0,8,0,0,Medium,Standard,62,29264,16864
2025-08-25,P006,Phone Case,Accessories,513,502,200,0,8,0,0,Medium,Budget,58,29754,18154
2025-08-25,P006,Phone Case,Accessories,474,527,200,0,8,0,0,Low,Budget,52,24648,14248
2025-08-25,P004,Laptop Stand,Accessories,934,820,540,0,8,0,0,Medium,Premium,43,40162,16942
2025-08-25,P003,Mechanical Keyboard,Electronics,3361,2950,2100,0,8,0,0,Low,Budget,0,0,0
2025-08-25,P005,Webcam HD,Electronics,1821,1640,1200,0,8,0,0,Medium,Budget,4,7284,2484
2025-08-25,P001,Wireless Headphones,Electronics,2481,2759,1500,0,8,0,0,Medium,Budget,48,119088,47088
2025-08-25,P003,Mechanical Keyboard,Electronics,3211,3391,2100,0,8,0,0,Medium,Standard,60,192660,66660
2025-08-25,P003,Mechanical Keyboard,Electronics,3648,4080,2100,0,8,0,0,Medium,Standard,72,262656,111456
2025-08-25,P009,Smart Watch,Electronics,4696,5179,3000,0,8,0,0,Medium,Standard,87,408552,147552
2025-08-25,P006,Phone Case,Accessories,467,426,200,0,8,0,0,Medium,Standard,32,14944,8544
2025-08-26,P006,Phone Case,Accessories,512,524,200,1,8,0,0,Medium,Budget,37,18944,11544
2025-08-26,P007,Power Bank,Electronics,1536,1435,900,1,8,0,0,Medium,Budget,29,44544,18444
2025-08-26,P007,Power Bank,Electronics,1612,1389,900,1,8,0,0,High,Standard,0,0,0
2025-08-26,P004,Laptop Stand,Accessories,881,979,540,1,8,0,0,Medium,Standard,80,70480,27280
2025-08-26,P008,USB Cable,Accessories,280,317,120,1,8,0,0,Medium,Standard,48,13440,7680
2025-08-26,P008,USB Cable,Accessories,291,293,120,1,8,0,0,Low,Budget,45,13095,7695
2025-08-26,P010,Bluetooth Speaker,Electronics,1779,1579,1140,1,8,0,0,Low,Standard,34,60486,21726
2025-08-26,P010,Bluetooth Speaker,Electronics,1723,1959,1140,1,8,0,0,High,Premium,57,98211,33231
2025-08-26,P003,Mechanical Keyboard,Electronics,3213,3034,2100,1,8,0,0,Low,Standard,44,141372,48972
2025-08-26,P007,Power Bank,Electronics,1494,1462,900,1,8,0,0,Low,Budget,50,74700,29700
2025-08-26,P005,Webcam HD,Electronics,2057,2349,1200,1,8,0,0,High,Budget,44,90508,37708
2025-08-26,P008,USB Cable,Accessories,294,320,120,1,8,0,0,Medium,Premium,83,24402,14442
2025-08-26,P005,Webcam HD,Electronics,1859,1840,1200,1,8,0,0,Medium,Premium,64,118976,42176
2025-08-26,P001,Wireless Headphones,Electronics,2293,2247,1500,1,8,0,0,Medium,Standard,28,64204,22204
2025-08-26,P007,Power Bank,Electronics,1505,1318,900,1,8,0,0,High,Standard,20,30100,12100
2025-08-26,P003,Mechanical Keyboard,Electronics,3693,3998,2100,1,8,0,0,Medium,Standard,70,258510,111510
2025-08-26,P010,Bluetooth Speaker,Electronics,2024,2312,1140,1,8,0,0,High,Budget,47,95128,41548
2025-08-27,P005,Webcam HD,Electronics,1938,1829,1200,2,8,0,0,Medium,Standard,42,81396,30996
2025-08-27,P002,Gaming Mouse,Electronics,1258,1275,780,2,8,0,0,Low,Standard,51,64158,24378
2025-08-27,P001,Wireless Headphones,Electronics,2724,2949,1500,2,8,0,0,Medium,Premium,54,147096,66096
2025-08-27,P010,Bluetooth Speaker,Electronics,1921,1951,1140,2,8,0,0,Low,Standard,60,115260,46860
2025-08-27,P008,USB Cable,Accessories,285,298,120,2,8,0,0,Medium,Budget,62,17670,10230
2025-08-27,P005,Webcam HD,Electronics,2048,2265,1200,2,8,0,0,High,Budget,59,120832,50032
2025-08-27,P008,USB Cable,Accessories,289,324,120,2,8,0,0,Medium,Budget,25,7225,4225
2025-08-27,P006,Phone Case,Accessories,528,483,200,2,8,0,0,Low,Premium,47,24816,15416
2025-08-27,P007,Power Bank,Electronics,1590,1376,900,2,8,0,0,Low,Standard,2,3180,1380
2025-08-27,P003,Mechanical Keyboard,Electronics,3577,3346,2100,2,8,0,0,Medium,Standard,5,17885,7385
2025-08-28,P003,Mechanical Keyboard,Electronics,3515,3959,2100,3,8,0,0,High,Premium,74,260110,104710
2025-08-28,P010,Bluetooth Speaker,Electronics,1728,1816,1140,3,8,0,0,Low,Standard,46,79488,27048
2025-08-28,P006,Phone Case,Accessories,470,478,200,3,8,0,0,Medium,Budget,41,19270,11070
2025-08-28,P007,Power Bank,Electronics,1365,1402,900,3,8,0,0,High,Standard,29,39585,13485
2025-08-28,P003,Mechanical Keyboard,Electronics,3685,3207,2100,3,8,0,0,High,Budget,0,0,0
2025-08-28,P009,Smart Watch,Electronics,5147,4800,3000,3,8,0,0,Low,Standard,0,0,0
2025-08-28,P005,Webcam HD,Electronics,1840,1886,1200,3,8,0,0,Medium,Standard,48,88320,30720
2025-08-28,P009,Smart Watch,Electronics,4833,4454,3000,3,8,0,0,High,Budget,0,0,0
2025-08-28,P010,Bluetooth Speaker,Electronics,2056,1852,1140,3,8,0,0,High,Premium,16,32896,14656
2025-08-28,P005,Webcam HD,Electronics,2144,2149,1200,3,8,0,0,Medium,Standard,61,130784,57584
2025-08-28,P003,Mechanical Keyboard,Electronics,3423,3436,2100,3,8,0,0,High,Standard,43,147189,56889
2025-08-28,P005,Webcam HD,Electronics,2030,1900,1200,3,8,0,0,Medium,Budget,23,46690,19090
2025-08-29,P003,Mechanical Keyboard,Electronics,3521,3987,2100,4,8,0,0,Medium,Standard,66,232386,93786
2025-08-29,P008,USB Cable,Accessories,302,333,120,4,8,0,0,Medium,Premium,81,24462,14742
2025-08-29,P010,Bluetooth Speaker,Electronics,1790,1627,1140,4,8,0,0,Medium,Budget,1,1790,650
2025-08-29,P010,Bluetooth Speaker,Electronics,1727,1869,1140,4,8,0,0,Medium,Standard,40,69080,23480
2025-08-29,P002,Gaming Mouse,Electronics,1343,1169,780,4,8,0,0,Medium,Budget,0,0,0
2025-08-29,P004,Laptop Stand,Accessories,817,780,540,4,8,0,0,High,Standard,28,22876,7756
2025-08-29,P006,Phone Case,Accessories,527,519,200,4,8,0,0,Medium,Standard,51,26877,16677
2025-08-29,P004,Laptop Stand,Accessories,954,848,540,4,8,0,0,High,Standard,34,32436,14076
2025-08-30,P001,Wireless Headphones,Electronics,2331,2377,1500,5,8,1,0,Medium,Budget,57,132867,47367
2025-08-30,P002,Gaming Mouse,Electronics,1274,1290,780,5,8,1,0,High,Standard,66,84084,32604
2025-08-30,P005,Webcam HD,Electronics,1892,1636,1200,5,8,1,0,Medium,Standard,33,62436,22836
2025-08-30,P009,Smart Watch,Electronics,5243,5527,3000,5,8,1,0,Medium,Standard,68,356524,152524
2025-08-30,P008,USB Cable,Accessories,295,272,120,5,8,1,0,High,Standard,79,23305,13825
2025-08-30,P009,Smart Watch,Electronics,4576,5027,3000,5,8,1,0,Medium,Standard,64,292864,100864
2025-08-30,P002,Gaming Mouse,Electronics,1170,1232,780,5,8,1,0,Medium,Standard,40,46800,15600
2025-08-30,P005,Webcam HD,Electronics,1933,1972,1200,5,8,1,0,High,Premium,70,135310,51310
2025-08-30,P008,USB Cable,Accessories,327,354,120,5,8,1,0,Low,Premium,65,21255,13455
2025-08-30,P005,Webcam HD,Electronics,2070,2342,1200,5,8,1,0,Medium,Standard,68,140760,59160
2025-08-31,P008,USB Cable,Accessories,318,355,120,6,8,1,0,Medium,Budget,65,20670,12870
2025-08-31,P006,Phone Case,Accessories,502,522,200,6,8,1,0,High,Budget,68,34136,20536
2025-08-31,P005,Webcam HD,Electronics,2177,2351,1200,6,8,1,0,Medium,Standard,67,145859,65459
2025-08-31,P009,Smart Watch,Electronics,4604,4543,3000,6,8,1,0,Medium,Standard,26,119704,41704
2025-08-31,P009,Smart Watch,Electronics,4903,4746,3000,6,8,1,0,Medium,Standard,3,14709,5709
2025-08-31,P004,Laptop Stand,Accessories,862,934,540,6,8,1,0,Medium,Budget,77,66374,24794
2025-08-31,P001,Wireless Headphones,Electronics,2632,2756,1500,6,8,1,0,High,Standard,63,165816,71316
2025-08-31,P004,Laptop Stand,Accessories,907,974,540,6,8,1,0,High,Standard,63,57141,23121
2025-08-31,P010,Bluetooth Speaker,Electronics,2014,2083,1140,6,8,1,0,Low,Standard,48,96672,41952
2025-08-31,P010,Bluetooth Speaker,Electronics,1888,1885,1140,6,8,1,0,High,Standard,69,130272,51612
2025-08-31,P001,Wireless Headphones,Electronics,2284,2379,1500,6,8,1,0,High,Budget,33,75372,25872
2025-08-31,P008,USB Cable,Accessories,274,311,120,6,8,1,0,High,Standard,53,14522,8162
2025-08-31,P009,Smart Watch,Electronics,5217,5271,3000,6,8,1,0,Medium,Premium,47,245199,104199
2025-08-31,P008,USB Cable,Accessories,287,323,120,6,8,1,0,Low,Premium,92,26404,15364
2025-09-01,P001,Wireless Headphones,Electronics,2349,2178,1500,0,9,0,0,Low,Standard,31,72819,26319
2025-09-01,P006,Phone Case,Accessories,509,530,200,0,9,0,0,Low,Premium,75,38175,23175
2025-09-01,P006,Phone Case,Accessories,469,511,200,0,9,0,0,Medium,Standard,47,22043,12643
2025-09-01,P004,Laptop Stand,Accessories,832,880,540,0,9,0,0,Medium,Standard,58,48256,16936
2025-09-01,P007,Power Bank,Electronics,1600,1834,900,0,9,0,0,High,Standard,57,91200,39900
2025-09-01,P009,Smart Watch,Electronics,5339,5295,3000,0,9,0,0,Low,Standard,22,117458,51458
2025-09-02,P008,USB Cable,Accessories,296,297,120,1,9,0,0,Low,Standard,45,13320,7920
2025-09-02,P006,Phone Case,Accessories,517,478,200,1,9,0,0,Medium,Premium,77,39809,24409
2025-09-02,P010,Bluetooth Speaker,Electronics,1739,1735,1140,1,9,0,0,Medium,Premium,60,104340,35940
2025-09-02,P005,Webcam HD,Electronics,1942,2119,1200,1,9,0,0,Medium,Budget,64,124288,47488
2025-09-02,P009,Smart Watch,Electronics,4688,4936,3000,1,9,0,0,Low,Standard,76,356288,128288
2025-09-02,P007,Power Bank,Electronics,1391,1471,900,1,9,0,0,Medium,Standard,26,36166,12766
2025-09-02,P010,Bluetooth Speaker,Electronics,1958,1846,1140,1,9,0,0,High,Premium,39,76362,31902
2025-09-02,P007,Power Bank,Electronics,1358,1183,900,1,9,0,0,Medium,Standard,3,4074,1374
2025-09-02,P010,Bluetooth Speaker,Electronics,1818,1714,1140,1,9,0,0,Medium,Standard,16,29088,10848
2025-09-02,P002,Gaming Mouse,Electronics,1291,1243,780,1,9,0,0,Medium,Standard,36,46476,18396
2025-09-03,P005,Webcam HD,Electronics,2047,1929,1200,2,9,0,0,Medium,Standard,1,2047,847
2025-09-03,P005,Webcam HD,Electronics,2047,2074,1200,2,9,0,0,High,Standard,64,131008,54208
2025-09-03,P005,Webcam HD,Electronics,1813,1632,1200,2,9,0,0,High,Budget,7,12691,4291
2025-09-03,P001,Wireless Headphones,Electronics,2625,2245,1500,2,9,0,0,Medium,Standard,13,34125,14625
2025-09-03,P001,Wireless Headphones,Electronics,2534,2194,1500,2,9,0,0,Low,Standard,13,32942,13442
2025-09-03,P004,Laptop Stand,Accessories,849,878,540,2,9,0,0,Low,Standard,88,74712,27192
2025-09-03,P006,Phone Case,Accessories,489,440,200,2,9,0,0,Low,Budget,52,25428,15028
2025-09-03,P001,Wireless Headphones,Electronics,2722,2589,1500,2,9,0,0,High,Standard,31,84382,37882
2025-09-03,P003,Mechanical Keyboard,Electronics,3315,3252,2100,2,9,0,0,High,Budget,10,33150,12150
2025-09-03,P004,Laptop Stand,Accessories,981,910,540,2,9,0,0,Medium,Premium,54,52974,23814
2025-09-03,P006,Phone Case,Accessories,482,513,200,2,9,0,0,High,Budget,51,24582,14382
2025-09-03,P007,Power Bank,Electronics,1644,1592,900,2,9,0,0,High,Budget,38,62472,28272
2025-09-03,P009,Smart Watch,Electronics,5485,5932,3000,2,9,0,0,Low,Budget,59,323615,146615
2025-09-04,P003,Mechanical Keyboard,Electronics,3578,3375,2100,3,9,0,0,High,Standard,9,32202,13302
2025-09-04,P009,Smart Watch,Electronics,4874,4930,3000,3,9,0,0,Medium,Premium,35,170590,65590
2025-09-04,P010,Bluetooth Speaker,Electronics,2039,1942,1140,3,9,0,0,High,Standard,14,28546,12586
2025-09-04,P002,Gaming Mouse,Electronics,1252,1412,780,3,9,0,0,High,Premium,38,47576,17936
2025-09-04,P006,Phone Case,Accessories,534,519,200,3,9,0,0,High,Standard,56,29904,18704
2025-09-04,P009,Smart Watch,Electronics,5016,4375,3000,3,9,0,0,High,Premium,0,0,0
2025-09-04,P009,Smart Watch,Electronics,5052,5071,3000,3,9,0,0,Medium,Premium,54,272808,110808
